Elapsed time,HeightMSL,     P, Temp,   RH, Dewp,  Dir,Speed,GpsHeightMSL,AscRate,   Pc,      Lat,        Lon, VirT,PotTemp,          KeyFlags
           s,        m,   hPa,   °C,    %,   °C,    °,  m/s,           m,    m/s,  hPa,        °,          °,   °C,     °C,                  
        1642,     7284,405.67,-21.9,31.38,-34.4,314.7, 18.9,        7280,    3.4,99999,39.988989,-112.943313,-21.8,   52.4,                  
        1643,     7288,405.49,-21.9,31.42,-34.4,314.6, 18.9,        7283,    3.8,99999,39.988871,-112.943156,-21.8,   52.4,                  
        1644,     7291,405.30,-21.9,31.49,-34.4,314.6, 18.9,        7287,    3.3,99999,39.988753,-112.943000,-21.9,   52.4,                  
        1645,     7295,405.11,-21.9,31.63,-34.4,314.5, 18.9,        7290,    3.6,99999,39.988634,-112.942844,-21.9,   52.4,                  
        1646,     7298,404.93,-22.0,31.79,-34.4,314.4, 18.9,        7293,    3.5,99999,39.988515,-112.942687,-21.9,   52.5,                  
        1647,     7301,404.75,-22.0,31.90,-34.3,314.4, 18.9,        7297,    2.7,99999,39.988396,-112.942530,-21.9,   52.5,                  
        1648,     7304,404.56,-22.0,31.90,-34.4,314.3, 18.9,        7300,    3.5,99999,39.988277,-112.942372,-21.9,   52.5,                  
        1649,     7307,404.38,-22.0,31.86,-34.4,314.3, 18.9,        7303,    2.9,99999,39.988157,-112.942212,-21.9,   52.5,                  
        1650,     7311,404.20,-22.1,31.88,-34.4,314.2, 18.9,        7307,    3.5,99999,39.988036,-112.942051,-22.0,   52.5,                  
        1651,     7315,404.01,-22.1,32.03,-34.4,314.2, 18.9,        7310,    4.0,99999,39.987915,-112.941889,-22.0,   52.5,                  
        1652,     7318,403.83,-22.1,32.32,-34.3,314.1, 18.9,        7314,    2.8,99999,39.987795,-112.941726,-22.0,   52.5,                  
        1653,     7321,403.64,-22.1,32.62,-34.2,314.1, 18.8,        7317,    3.7,99999,39.987676,-112.941562,-22.0,   52.6,  d v             
        1654,     7324,403.46,-22.2,32.80,-34.2,314.1, 18.8,        7320,    2.7,99999,39.987558,-112.941399,-22.1,   52.6,                  
        1655,     7328,403.27,-22.2,32.86,-34.2,314.1, 18.8,        7324,    3.7,99999,39.987441,-112.941237,-22.1,   52.6,                  
        1656,     7331,403.08,-22.2,32.94,-34.2,314.0, 18.8,        7327,    3.3,99999,39.987325,-112.941077,-22.1,   52.6,                  
        1657,     7335,402.89,-22.2,33.13,-34.2,314.0, 18.8,        7330,    3.8,99999,39.987209,-112.940919,-22.2,   52.6,                  
        1658,     7338,402.70,-22.3,33.32,-34.2,314.0, 18.8,        7334,    3.4,99999,39.987095,-112.940764,-22.2,   52.6,                  
        1659,     7342,402.52,-22.3,33.44,-34.2,314.0, 18.8,        7337,    3.9,99999,39.986981,-112.940610,-22.2,   52.6,                  
        1660,     7345,402.33,-22.4,33.57,-34.2,314.0, 18.8,        7341,    2.8,99999,39.986867,-112.940455,-22.3,   52.6,                  
        1661,     7349,402.15,-22.4,33.67,-34.1,314.0, 18.8,        7344,    3.5,99999,39.986753,-112.940300,-22.3,   52.6,                  
        1662,     7352,401.97,-22.4,33.78,-34.1,314.0, 18.8,        7348,    3.3,99999,39.986639,-112.940144,-22.3,   52.6,                  
        1663,     7355,401.79,-22.4,33.84,-34.2,314.0, 18.8,        7351,    3.1,99999,39.986523,-112.939986,-22.4,   52.6,                  
        1664,     7358,401.61,-22.5,33.86,-34.2,313.9, 18.7,        7354,    3.2,99999,39.986406,-112.939828,-22.4,   52.6,                  
        1665,     7361,401.43,-22.5,33.90,-34.2,313.9, 18.7,        7358,    2.9,99999,39.986288,-112.939669,-22.4,   52.6,                  
        1666,     7365,401.25,-22.5,33.95,-34.2,313.9, 18.7,        7361,    3.8,99999,39.986169,-112.939510,-22.5,   52.6,                  
        1667,     7369,401.07,-22.6,34.01,-34.2,313.9, 18.7,        7364,    3.8,99999,39.986049,-112.939351,-22.5,   52.6,                  
        1668,     7372,400.90,-22.6,34.06,-34.2,313.9, 18.7,        7367,    3.1,99999,39.985929,-112.939192,-22.5,   52.6,                  
        1669,     7375,400.73,-22.6,34.12,-34.2,313.9, 18.7,        7370,    3.0,99999,39.985810,-112.939035,-22.6,   52.6,                  
